code_cis,denomination_substance,nom_com_prep
60114485,PROGESTERONUM POUR PRÉPARATIONS HOMÉOPATHIQUES,PROGESTERONUM BOIRON CH CH DH DH
60114485,PROGESTERONUM POUR PRÉPARATIONS HOMÉOPATHIQUES,PROGESTERONUM BOIRON CH CH DH DH
60116447,GLIMÉPIRIDE,GLIMEPIRIDE EG
60116810,INDAPAMIDE,PERINDOPRIL ARGININEINDAPAMIDE BIOGARAN
60116810,PÉRINDOPRIL,PERINDOPRIL ARGININEINDAPAMIDE BIOGARAN
60116810,PÉRINDOPRIL ARGININE,PERINDOPRIL ARGININEINDAPAMIDE BIOGARAN
60117638,PULSATILLA POUR PRÉPARATIONS HOMÉOPATHIQUES,PULSATILLA LEHNING CH CH DH DH
60117638,PULSATILLA POUR PRÉPARATIONS HOMÉOPATHIQUES,PULSATILLA LEHNING CH CH DH DH
60117638,PULSATILLA POUR PRÉPARATIONS HOMÉOPATHIQUES,PULSATILLA LEHNING CH CH DH DH
60117638,PULSATILLA POUR PRÉPARATIONS HOMÉOPATHIQUES,PULSATILLA LEHNING CH CH DH DH
60117638,PULSATILLA POUR PRÉPARATIONS HOMÉOPATHIQUES,PULSATILLA LEHNING CH CH DH DH
60117638,PULSATILLA POUR PRÉPARATIONS HOMÉOPATHIQUES,PULSATILLA LEHNING CH CH DH DH
60117855,PAMIDRONIQUE (ACIDE),OSTEPAM
60117855,PAMIDRONATE DE SODIUM,OSTEPAM
60118715,PREDNISONE,CORTANCYL
60118971,PINAVÉRIUM (BROMURE DE),PINAVERIUM BIPHAR
60120666,ESTROGÈNES CONJUGUÉS ,DUAVIVE
60120666,BAZÉDOXIFÈNE,DUAVIVE
60120666,ACÉTATE DE BAZÉDOXIFÈNE,DUAVIVE
60120709,ALLOPURINOL,ALLOPURINOL SUN
60120812,IRINOTÉCAN (CHLORHYDRATE D') TRIHYDRATÉ,CAMPTO L IV
60120812,IRINOTÉCAN,CAMPTO L IV
60121234,AMYLIUM NITROSUM POUR PRÉPARATIONS HOMÉOPATHIQUES,AMYLIUM NITROSUM BOIRON CH CH DH DH
60121234,AMYLIUM NITROSUM POUR PRÉPARATIONS HOMÉOPATHIQUES,AMYLIUM NITROSUM BOIRON CH CH DH DH
60121234,AMYLIUM NITROSUM POUR PRÉPARATIONS HOMÉOPATHIQUES,AMYLIUM NITROSUM BOIRON CH CH DH DH
60121234,AMYLIUM NITROSUM POUR PRÉPARATIONS HOMÉOPATHIQUES,AMYLIUM NITROSUM BOIRON CH CH DH DH
60121234,AMYLIUM NITROSUM POUR PRÉPARATIONS HOMÉOPATHIQUES,AMYLIUM NITROSUM BOIRON CH CH DH DH
60121234,AMYLIUM NITROSUM POUR PRÉPARATIONS HOMÉOPATHIQUES,AMYLIUM NITROSUM BOIRON CH CH DH DH
60122101,CHLORHYDRATE D'ÉPIRUBICINE,EPIRUBICINE EG
60122628,CANDÉSARTAN CILEXÉTIL,CANDESARTAN CRISTERS
60122717,CARBONATE DE SÉVÉLAMER,SEVELAMER CARBONATE SANDOZ
60122980,HEPTAMINOL (CHLORHYDRATE D'),HEPT A MYL POUR CENT
60123363,FINASTÉRIDE,FINASTERIDE ACCORD
60123598,HEPAR SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES,HEPAR SULFUR HEPAR SULFURIS CALCAREUM BOIRON CH CH DH DH
60123598,HEPAR SULFURIS CALCAREUM POUR PRÉPARATIONS HOMÉOPATHIQUES,HEPAR SULFUR HEPAR SULFURIS CALCAREUM BOIRON CH CH DH DH
60123598,HEPAR SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES,HEPAR SULFUR HEPAR SULFURIS CALCAREUM BOIRON CH CH DH DH
60123598,HEPAR SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES,HEPAR SULFUR HEPAR SULFURIS CALCAREUM BOIRON CH CH DH DH
60123598,HEPAR SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES,HEPAR SULFUR HEPAR SULFURIS CALCAREUM BOIRON CH CH DH DH
60123598,HEPAR SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES,HEPAR SULFUR HEPAR SULFURIS CALCAREUM BOIRON CH CH DH DH
60123979,KÉTOPROFÈNE,KETOPROFENE SANDOZ
60124020,EPTIFIBATIDE,INTEGRILIN
60124999,HYDROGÉNOSULFATE DE CLOPIDOGREL,CLOPIDOGREL ZF
60124999,CLOPIDOGREL,CLOPIDOGREL ZF
60125777,TARTRATE DE CYAMÉMAZINE,CYAMEMAZINE MYLAN
60125777,CYAMÉMAZINE,CYAMEMAZINE MYLAN
60126167,CHLORURE DE SODIUM,CHLORURE DE SODIUM POUR CENT RENAUDIN
60126377,ACICLOVIR,ACICLOVIR MYLAN
60126594,OLANZAPINE,OLANZAPINE MYLAN
60126612,NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES,VIABORPAX
60126612,BELLADONA POUR PRÉPARATIONS HOMÉOPATHIQUES,VIABORPAX
60126612,ARGENTUM NITRICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,VIABORPAX
60126612,PULSATILLA POUR PRÉPARATIONS HOMÉOPATHIQUES,VIABORPAX
60126612,GLONOINUM POUR PRÉPARATIONS HOMÉOPATHIQUES,VIABORPAX
60126612,PETROLEUM POUR PRÉPARATIONS HOMÉOPATHIQUES,VIABORPAX
60126612,ZINCUM VALERIANICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,VIABORPAX
60126612,VINCA MINOR POUR PRÉPARATIONS HOMÉOPATHIQUES,VIABORPAX
60126612,COCCULUS INDICUS POUR PRÉPARATIONS HOMÉOPATHIQUES,VIABORPAX
60126982,SUCCINATE DE SOLIFÉNACINE,SOLIFENACINE ACCORD
60126982,SOLIFÉNACINE,SOLIFENACINE ACCORD
60127671,DIMÉTICONE,PEPSANE
60127671,GUAÏAZULÈNE,PEPSANE
60128339,SUCCINATE DE SOLIFÉNACINE,SOLIFENACINE CRISTERS
60128339,SOLIFÉNACINE,SOLIFENACINE CRISTERS
60129665,IBUPROFÈNE,IBUPROFENE SANDOZ
60129957,MÉTHOTREXATE,METOJECT
60130062,DIPROPIONATE DE BÉCLOMÉTASONE,FORMODUAL
60130062,FUMARATE DE FORMOTÉROL DIHYDRATÉ,FORMODUAL
60130354,"HYDROGÈNE (PEROXYDE D'), SOLUTION DE, À 3 POUR CENT",EAU OXYGENEE VOLUMES EVOLUPHARM
60130386,"BENJOIN DU LAOS, DIT DU SIAM",INOTYOL
60130386,HAMAMÉLIS DE VIRGINIE (EXTRAIT D') (FLUIDE),INOTYOL
60130386,DIOXYDE DE TITANE,INOTYOL
60130386,OXYDE DE ZINC,INOTYOL
60130386,ICHTYOLAMMONIUM,INOTYOL
60130742,OXALATE ACIDE DE NAFTIDROFURYL,NAFTIDROFURYL TEVA
60130906,LOSARTAN POTASSIQUE,LOSARTAN ZENTIVA
60131132,SITAGLIPTINE,XELEVIA
60131132,PHOSPHATE DE SITAGLIPTINE MONOHYDRATÉ,XELEVIA
60131805,CHLORHYDRATE DE ROPIVACAÏNE,ROPIVACAÏNE KABI
60132330,LÉVÉTIRACÉTAM,KEPPRA
60132572,GLYCÉROL,CRISTAL NOURRISSONS
60132654,RANUNCULUS SCELERATUS POUR PRÉPARATIONS HOMÉOPATHIQUES,RANUNCULUS SCELERATUS BOIRON CH CH DH DH
60132654,RANUNCULUS SCELERATUS POUR PRÉPARATIONS HOMÉOPATHIQUES,RANUNCULUS SCELERATUS BOIRON CH CH DH DH
60132654,RANUNCULUS SCELERATUS POUR PRÉPARATIONS HOMÉOPATHIQUES,RANUNCULUS SCELERATUS BOIRON CH CH DH DH
60132654,RANUNCULUS SCELERATUS POUR PRÉPARATIONS HOMÉOPATHIQUES,RANUNCULUS SCELERATUS BOIRON CH CH DH DH
60132654,RANUNCULUS SCELERATUS POUR PRÉPARATIONS HOMÉOPATHIQUES,RANUNCULUS SCELERATUS BOIRON CH CH DH DH
60132654,RANUNCULUS SCELERATUS POUR PRÉPARATIONS HOMÉOPATHIQUES,RANUNCULUS SCELERATUS BOIRON CH CH DH DH
60132743,ZIDOVUDINE,RETROVIR
60133432,BROMHYDRATE DE DEXTROMÉTHORPHANE,TUSSIDANE
60133973,CHLORHYDRATE DE TAMSULOSINE,TAMSULOSINE ZYDUS FRANCE LP
60135981,BIMATOPROST,LUMIGAN
60136275,GOSSYPIUM HERBACEUM POUR PRÉPARATIONS HOMÉOPATHIQUES,GOSSYPIUM HERBACEUM BOIRON CH CH DH DH
60136275,GOSSYPIUM HERBACEUM POUR PRÉPARATIONS HOMÉOPATHIQUES,GOSSYPIUM HERBACEUM BOIRON CH CH DH DH
60136275,GOSSYPIUM HERBACEUM POUR PRÉPARATIONS HOMÉOPATHIQUES,GOSSYPIUM HERBACEUM BOIRON CH CH DH DH
60136275,GOSSYPIUM HERBACEUM POUR PRÉPARATIONS HOMÉOPATHIQUES,GOSSYPIUM HERBACEUM BOIRON CH CH DH DH
60136275,GOSSYPIUM HERBACEUM POUR PRÉPARATIONS HOMÉOPATHIQUES,GOSSYPIUM HERBACEUM BOIRON CH CH DH DH
60136275,GOSSYPIUM HERBACEUM POUR PRÉPARATIONS HOMÉOPATHIQUES,GOSSYPIUM HERBACEUM BOIRON CH CH DH DH
60136439,ARIPIPRAZOLE,ARIPIPRAZOLE SANDOZ
60139257,RACÉCADOTRIL,RACECADOTRIL BIOGARAN CONSEIL
60139563,OXALATE D'ESCITALOPRAM,ESCITALOPRAM ZENTIVA
60139563,ESCITALOPRAM,ESCITALOPRAM ZENTIVA
60140010,CASPOFUNGINE BASE,CASPOFUNGINE OHRE PHARMA
60140010,ACÉTATE DE CASPOFUNGINE ,CASPOFUNGINE OHRE PHARMA
60140882,ARIPIPRAZOLE,ARIPIPRAZOLE TEVA
60141614,FÉBUXOSTAT,FÉBUXOSTAT ARROW
60142043,HYDROCHLOROTHIAZIDE,LOSARTAN HYDROCHLOROTHIAZIDE RANBAXY
60142043,LOSARTAN POTASSIQUE,LOSARTAN HYDROCHLOROTHIAZIDE RANBAXY
60143654,CHLORHYDRATE D'ERLOTINIB,ERLOTINIB BIOGARAN
60143654,ERLOTINIB,ERLOTINIB BIOGARAN
60144464,CHLORHYDRATE DE ROPINIROLE,ROPINIROLE ARROW LP
60144464,ROPINIROLE,ROPINIROLE ARROW LP
60144966,MONONITRATE D'ISOSORBIDE,MONICOR LP
60145580,SIMVASTATINE,SIMVASTATINE ZYDUS FRANCE
60145801,PANTOPRAZOLE,PANTOPRAZOLE BOUCHARARECORDATI
60145801,PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ,PANTOPRAZOLE BOUCHARARECORDATI
60148167,PLÉRIXAFOR,MOZOBIL
60149276,CHLORHYDRATE D'ÉPHÉDRINE,EPHEDRINE AGUETTANT
60150015,PHÉNYLBUTYRATE DE GLYCÉROL,RAVICTI
60150232,FOSFOMYCINE SODIQUE,FOSFOCINE IV
60150232,FOSFOMYCINE,FOSFOCINE IV
60150435,BORAX,BORAX LEHNING CH CH DH DH
60150435,BORAX,BORAX LEHNING CH CH DH DH
60150435,BORAX,BORAX LEHNING CH CH DH DH
60150435,BORAX,BORAX LEHNING CH CH DH DH
60150435,BORAX,BORAX LEHNING CH CH DH DH
60150435,BORAX,BORAX LEHNING CH CH DH DH
60150467,CHLORHYDRATE DE DONÉPÉZIL,DONEPEZIL ARROW GENERIQUES
60150467,DONÉPÉZIL BASE,DONEPEZIL ARROW GENERIQUES
60150830,GLICLAZIDE,DIAMICRON
60151124,CHLORHYDRATE DE MÉMANTINE,MEMANTINE ARROW LAB
60151124,MÉMANTINE,MEMANTINE ARROW LAB
60151544,AMOXICILLINE ANHYDRE,AMOXICILLINE ALMUS
60151544,AMOXICILLINE TRIHYDRATÉE,AMOXICILLINE ALMUS
60151601,MYRRHA POUR PRÉPARATIONS HOMÉOPATHIQUES,MYRRHA BOIRON CH CH DH DH
60151601,MYRRHA POUR PRÉPARATIONS HOMÉOPATHIQUES,MYRRHA BOIRON CH CH DH DH
60151601,MYRRHA POUR PRÉPARATIONS HOMÉOPATHIQUES,MYRRHA BOIRON CH CH DH DH
60151601,MYRRHA POUR PRÉPARATIONS HOMÉOPATHIQUES,MYRRHA BOIRON CH CH DH DH
60151601,MYRRHA POUR PRÉPARATIONS HOMÉOPATHIQUES,MYRRHA BOIRON CH CH DH DH
60151601,MYRRHA POUR PRÉPARATIONS HOMÉOPATHIQUES,MYRRHA BOIRON CH CH DH DH
60151697,OFLOXACINE,OFLOXACINE BIOGARAN
60151843,ACIDE TRANEXAMIQUE,ACIDE TRANEXAMIQUE MYLAN L
60152411,PARACÉTAMOL,TRAMADOLPARACETAMOL KRKA
60152411,TRAMADOL,TRAMADOLPARACETAMOL KRKA
60152411,CHLORHYDRATE DE TRAMADOL,TRAMADOLPARACETAMOL KRKA
60152436,VIRUS DE L'HÉPATITE A SOUCHE HM175 INACTIVÉ ADSORBÉ ,HAVRIX NOURRISSONS ET ENFANTS U V A
60152607,BÉTAMÉTHASONE,BETNESOL
60152607,BÉTAMETHASONE (PHOSPHATE DE) ET DE DISODIUM,BETNESOL
60153239,ALPHA-1 ANTITRYPSINE HUMAINE ,ALFALASTIN
60154017,RÉPAGLINIDE,REPAGLINIDE SANDOZ
60154024,DICHLORHYDRATE DE TRIMÉTAZIDINE,TRIMETAZIDINE EG
60154309,CALENDULA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,CREME AU CALENDULA
60154743,TADALAFIL,TADALAFIL ALTER
60155329,LACTULOSE,DUPHALAC
60155667,ÉTOPOSIDE,ETOPOSIDE TEVA
60155788,SERTRALINE BASE,ZOLOFT
60155788,CHLORHYDRATE DE SERTRALINE,ZOLOFT
60156089,BICALUTAMIDE,BICALUTAMIDE ALMUS
60156413,MALÉATE D'ÉNALAPRIL,ENALAPRILLERCANIDIPINE ARROW
60156413,CHLORHYDRATE DE LERCANIDIPINE,ENALAPRILLERCANIDIPINE ARROW
60156413,ÉNALAPRIL,ENALAPRILLERCANIDIPINE ARROW
60156413,LERCANIDIPINE,ENALAPRILLERCANIDIPINE ARROW
60156662,KREOSOTUM POUR PRÉPARATIONS HOMÉOPATHIQUES,KREOSOTUM BOIRON CH CH DH DH CH CH DH DH
60156662,KREOSOTUM POUR PRÉPARATIONS HOMÉOPATHIQUES,KREOSOTUM BOIRON CH CH DH DH CH CH DH DH
60156662,KREOSOTUM POUR PRÉPARATIONS HOMÉOPATHIQUES,KREOSOTUM BOIRON CH CH DH DH CH CH DH DH
60156662,KREOSOTUM POUR PRÉPARATIONS HOMÉOPATHIQUES,KREOSOTUM BOIRON CH CH DH DH CH CH DH DH
60156662,SUBSTANCE DE BASE HOMÉOPATIQUE,KREOSOTUM BOIRON CH CH DH DH CH CH DH DH
60156662,KREOSOTUM POUR PRÉPARATIONS HOMÉOPATHIQUES,KREOSOTUM BOIRON CH CH DH DH CH CH DH DH
60158147,DICLOFÉNAC SODIQUE,DICLOFENAC MYLAN
60158147,DICLOFÉNAC DE DIÉTHYLAMINE,DICLOFENAC MYLAN
60158193,APIS MELLIFICA POUR PRÉPARATIONS HOMÉOPATHIQUES,APIS MELLIFICA LEHNING CH CH DH DH
60158193,APIS MELLIFICA POUR PRÉPARATIONS HOMÉOPATHIQUES,APIS MELLIFICA LEHNING CH CH DH DH
60158193,APIS MELLIFICA POUR PRÉPARATIONS HOMÉOPATHIQUES,APIS MELLIFICA LEHNING CH CH DH DH
60158193,APIS MELLIFICA POUR PRÉPARATIONS HOMÉOPATHIQUES,APIS MELLIFICA LEHNING CH CH DH DH
60158193,APIS MELLIFICA POUR PRÉPARATIONS HOMÉOPATHIQUES,APIS MELLIFICA LEHNING CH CH DH DH
60158193,APIS MELLIFICA POUR PRÉPARATIONS HOMÉOPATHIQUES,APIS MELLIFICA LEHNING CH CH DH DH
60159128,MALÉATE D'ÉNALAPRIL,ENALAPRIL EG
60160479,IVABRADINE,IVABRADINE ZENTIVA
60160479,CHLORHYDRATE D'IVABRADINE,IVABRADINE ZENTIVA
60160707,CHLORHYDRATE DE PAROXÉTINE HÉMIHYDRATÉ,DEROXAT
60160707,PAROXÉTINE BASE,DEROXAT
60160835,CARBONATE DE SÉVÉLAMER,SEVELAMER CARBONATE ARROW
60161143,RAMIPRIL,TRIATEC
60162494,DEXKÉTOPROFÈNE,SKUDEXUM
60162494,CHLORHYDRATE DE TRAMADOL,SKUDEXUM
60162494,DEXKÉTOPROFÈNE TROMÉTAMOL,SKUDEXUM
60163226,"VIRUS DE LA RAGE INACTIVÉ, SOUCHE FLURY LEP ",RABIPUR V
60165024,ALENDRONATE MONOSODIQUE TRIHYDRATÉ,ACIDE ALENDRONIQUE PHR LAB
60165024,ACIDE ALENDRONIQUE,ACIDE ALENDRONIQUE PHR LAB
60165234,FERRUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,W
60165234,PRUNUS SPINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES,W
60165234,FERRUM SIDEREUM POUR PRÉPARATIONS HOMÉOPATHIQUES,W
60165234,FERRUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,W
60165234,PRUNUS SPINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES,W
60165234,FERRUM SIDEREUM POUR PRÉPARATIONS HOMÉOPATHIQUES,W
60165394,PRÉGABALINE,PREGABALINE SUN
60165857,MANIDIPINE (DICHLORHYDRATE DE),MANIDIPINE BIOGARAN
60166980,FLUVASTATINE SODIQUE,FLUVASTATINE EVOLUGEN
60166980,FLUVASTATINE,FLUVASTATINE EVOLUGEN
60168465,RAMIPRIL,RAMIPRIL KRKA
60168515,ÉPOÉTINE BÊTA ,NEORECORMON UI
60170046,PARACÉTAMOL,PARACETAMOL BIOGARAN
60170224,OLANZAPINE,OLANZAPINE SUN
60170263,ACICLOVIR,REMEX
60172339,DINITRATE D'ISOSORBIDE,ISOCARD
60173964,DIMENHYDRINATE,NAUSICALM ADULTES
60175716,IPRATROPIUM (BROMURE D') MONOHYDRATÉ,IPRATROPIUM AGUETTANT ADULTES
60175716,BROMURE D'IPRATROPIUM ANHYDRE,IPRATROPIUM AGUETTANT ADULTES
60175972,PILOCARPINE (NITRATE DE),PILOCARPINE POUR CENT FAURE
60177044,CHLORHYDRATE D'AMIODARONE,AMIODARONE SUN
60177158,GRES ROSE POUR PRÉPARATIONS HOMÉOPATHIQUES,GRES ROSE BOIRON CH CH DH DH
60177158,GRES ROSE POUR PRÉPARATIONS HOMÉOPATHIQUES,GRES ROSE BOIRON CH CH DH DH
60177158,GRES ROSE POUR PRÉPARATIONS HOMÉOPATHIQUES,GRES ROSE BOIRON CH CH DH DH
60177158,GRES ROSE POUR PRÉPARATIONS HOMÉOPATHIQUES,GRES ROSE BOIRON CH CH DH DH
60177158,GRES ROSE POUR PRÉPARATIONS HOMÉOPATHIQUES,GRES ROSE BOIRON CH CH DH DH
60177158,GRES ROSE POUR PRÉPARATIONS HOMÉOPATHIQUES,GRES ROSE BOIRON CH CH DH DH
60177628,HAMAMELIS VIRGINIANA POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60177628,HYDRASTIS CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60177628,CHINA RUBRA POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60177628,CARDUUS MARIANUS POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60177628,ADRENALINUM POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60177628,VINCA MINOR POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60177628,TRILLIUM PENDULUM POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60177628,SECALE CORNUTUM POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60177724,THIOTÉPA,TEPADINA
60178609,MALÉATE DE TIMOLOL,TRAVOPROSTTIMOLOL BIOGARAN L L
60178609,TIMOLOL,TRAVOPROSTTIMOLOL BIOGARAN L L
60178609,TRAVOPROST,TRAVOPROSTTIMOLOL BIOGARAN L L
60178712,CHLORHYDRATE DE PROCAÏNE,CHLORHYDRATE DE PROCAINE BIOSTABILEX
60180720,RAMIPRIL,RAMIPRIL SANDOZ
60181231,ÉPOPROSTÉNOL,VELETRI
60181231,ÉPOPROSTÉNOL SODIQUE,VELETRI
60181402,TARTRATE DE NORADRÉNALINE,NORADRENALINE TARTRATE RENAUDIN L
60181562,THÉOPHYLLINE,XANTHIUM LP
60181733,CHLORHYDRATE DE LIDOCAÏNE,XYLOCAINE SANS CONSERVATEUR
60181733,CHLORHYDRATE DE LIDOCAÏNE ANHYDRE,XYLOCAINE SANS CONSERVATEUR
60182237,CITRATE D'ALVÉRINE,ALVERINESIMETICONE MAYOLY SPINDLER
60182237,SIMÉTICONE,ALVERINESIMETICONE MAYOLY SPINDLER
60182486,BICARBONATE DE SODIUM,BICARBONATE DE SODIUM BAXTER A
60182657,NADROPARINE CALCIQUE ,FRAXODI UI AX SC
60183061,MERCAPTOACÉTYLTRIGLYCINE,NMAG
60184188,SODIUM (VALPROATE DE),DEPAKINE
60184590,ISAVUCONAZOLE,CRESEMBA
60184590,SULFATE D'ISAVUCONAZONIUM,CRESEMBA
60185201,RAMIPRIL,RAMIPRIL MYLAN
60186043,SAQUINAVIR,INVIRASE
60186043,SAQUINAVIR (MÉSILATE DE),INVIRASE
60186552,GÉLATINE FLUIDE MODIFIÉE ,GELOFUSINE L
60186584,LORMÉTAZÉPAM,LORMETAZEPAM ARROW
60187348,AMLODIPINE,COVERAM
60187348,PÉRINDOPRIL,COVERAM
60187348,PÉRINDOPRIL ARGININE,COVERAM
60187348,BÉSILATE D'AMLODIPINE,COVERAM
60187501,FÉNOFIBRATE,FENOFIBRATE SUN
60188375,PARAFFINE LIQUIDE LÉGÈRE,PARAPSYLLIUM
60188375,ISPAGHUL (TÉGUMENT DE LA GRAINE D') (POUDRE DE),PARAPSYLLIUM
60189609,FINASTÉRIDE,FINASTERIDE ISOMED
60192594,FUROSÉMIDE,FUROSEMIDE ARROW
60195010,CIPROFLOXACINE,UNIFLOX
60195010,CHLORHYDRATE DE CIPROFLOXACINE,UNIFLOX
60195156,BENZATHINE BENZYLPÉNICILLINE,BENZATHINE BENZYLPENICILLINE SANDOZ MUI IM
60195398,PIPOBROMAN,VERCYTE
60196176,AMOXICILLINE BASE,AMOXICILLINE ACIDE CLAVULANIQUE MYLAN ENFANTS
60196176,AMOXICILLINE TRIHYDRATÉE,AMOXICILLINE ACIDE CLAVULANIQUE MYLAN ENFANTS
60196176,CLAVULANATE DE POTASSIUM,AMOXICILLINE ACIDE CLAVULANIQUE MYLAN ENFANTS
60196176,CLAVULANIQUE (ACIDE),AMOXICILLINE ACIDE CLAVULANIQUE MYLAN ENFANTS
60196945,RISPÉRIDONE,RISPERIDONE MYLAN
60196977,FLUCONAZOLE,FLUCONAZOLE CARELIDE
60197011,OXALATE D'ESCITALOPRAM,ESCITALOPRAM ALMUS
60197011,ESCITALOPRAM,ESCITALOPRAM ALMUS
60199966,AVÉLUMAB ,BAVENCIO L
60200500,ROTIGOTINE,NEUPRO
60200678,PALMIER DE FLORIDE (SERENOA REPENS (W.BARTRAM) SMALL.) (EXTRAIT DU FRUIT DE),PERMIXON
60200938,ÉPOÉTINE ZÊTA ,RETACRIT UI
60202031,NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60202031,VALERIANA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60202031,ASA FOETIDA POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60202031,AVENA SATIVA POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60202031,IGNATIA AMARA POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60202031,CICUTA VIROSA POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60202031,HYOSCYAMUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60202031,STAPHYSAGRIA POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60202031,SUMBULUS MOSCHATUS POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60202031,CHAMOMILLA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES,L
60203418,RASAGILINE,RASAGILINE ARROW
60203418,TARTRATE DE RASAGILINE,RASAGILINE ARROW
60203546,PRÉGABALINE,PREGABALINE MYLAN
60203795,RIOCIGUAT,ADEMPAS
60204573,CHLORHYDRATE DE BUPRÉNORPHINE,BUPRENORPHINE ARROW
60204573,BUPRÉNORPHINE,BUPRENORPHINE ARROW
60205159,BÉLIMUMAB ,BENLYSTA
60205458,DEXKÉTOPROFÈNE,KETESSE
60205458,DEXKÉTOPROFÈNE TROMÉTAMOL,KETESSE
60206154,CODÉINE,PULMOSERUM
60206154,GAÏACOL,PULMOSERUM
60206332,PARACÉTAMOL,ACTIFED RHUME JOUR ET NUIT
60206332,CHLORHYDRATE DE PSEUDOÉPHÉDRINE,ACTIFED RHUME JOUR ET NUIT
60206332,PARACÉTAMOL,ACTIFED RHUME JOUR ET NUIT
60206332,CHLORHYDRATE DE DIPHÉNHYDRAMINE,ACTIFED RHUME JOUR ET NUIT
60207459,EXÉMESTANE,EXEMESTANE SANDOZ
60207555,PILOCARPINE (CHLORHYDRATE DE),ISOPTOPILOCARPINE
60207594,MEDULLINE POUR PRÉPARATIONS HOMÉOPATHIQUES,MEDULLINE BOIRON CH CH DH DH
60207594,MEDULLINE POUR PRÉPARATIONS HOMÉOPATHIQUES,MEDULLINE BOIRON CH CH DH DH
60207594,MEDULLINE POUR PRÉPARATIONS HOMÉOPATHIQUES,MEDULLINE BOIRON CH CH DH DH
60207594,MEDULLINE POUR PRÉPARATIONS HOMÉOPATHIQUES,MEDULLINE BOIRON CH CH DH DH
60207594,MEDULLINE POUR PRÉPARATIONS HOMÉOPATHIQUES,MEDULLINE BOIRON CH CH DH DH
60207594,MEDULLINE POUR PRÉPARATIONS HOMÉOPATHIQUES,MEDULLINE BOIRON CH CH DH DH
60208251,ALLOPURINOL,ALLOPURINOL EG
60208447,ASPARTIQUE (ACIDE),NP PREMATURES APHP
60208447,ALANINE,NP PREMATURES APHP
60208447,GLUCONATE DE CALCIUM,NP PREMATURES APHP
60208447,CYSTÉINE,NP PREMATURES APHP
60208447,GLUCOSE ANHYDRE,NP PREMATURES APHP
60208447,HISTIDINE,NP PREMATURES APHP
60208447,ISOLEUCINE,NP PREMATURES APHP
60208447,LEUCINE,NP PREMATURES APHP
60208447,LYSINE,NP PREMATURES APHP
60208447,PHÉNYLALANINE,NP PREMATURES APHP
60208447,SÉRINE,NP PREMATURES APHP
60208447,THRÉONINE,NP PREMATURES APHP
60208447,VALINE,NP PREMATURES APHP
60208447,CHLORURE DE SODIUM,NP PREMATURES APHP
60208447,GLYCINE,NP PREMATURES APHP
60208447,ACIDE GLUTAMIQUE,NP PREMATURES APHP
60208447,ARGININE,NP PREMATURES APHP
60208447,TAURINE,NP PREMATURES APHP
60208447,MÉTHIONINE,NP PREMATURES APHP
60208447,PROLINE,NP PREMATURES APHP
60208447,TYROSINE,NP PREMATURES APHP
60208447,LYSINE MONOHYDRATÉE,NP PREMATURES APHP
60208447,TRYPTOPHANE,NP PREMATURES APHP
60208447,PHOSPHATE DIPOTASSIQUE,NP PREMATURES APHP
60208447,GLUCOSE MONOHYDRATÉ,NP PREMATURES APHP
60208447,MAGNÉSIUM (LACTATE DE) DIHYDRATÉ,NP PREMATURES APHP
60208447,PHOSPHATE MONOPOTASSIQUE,NP PREMATURES APHP
60208810,IBUPROFÈNE,IBUPROFENE NEPENTHES
60209531,RÉPAGLINIDE,REPAGLINIDE ZYDUS
60209645,CHLORHYDRATE D'OXYCODONE,OXYNORM
